Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate,Pool Size,Mock's Initial Ratings
"•The Palantir of Orthanc",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•The Palantir of Orthanc",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"•The Palantir of Orthanc",All Blocks (PC),Any,41,0.2683,0.0117,Unknown,1.06,3741,Redeemable?
"•Hardy Garrison",Movie Block (PC),1,19,0.5263,0.0107,Unknown,Unknown,1337,outlier
"•Hardy Garrison",Movie Block (PC),2,17,0.4118,0.0096,Unknown,Unknown,1337,outlier
"•Hardy Garrison",Movie Block (PC),3,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"•Hardy Garrison",Movie Block (PC),Any,39,0.4615,0.0220,Unknown,0.72,1337,Average
"•Hardy Garrison",Expanded (PC),1,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"•Hardy Garrison",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Hardy Garrison",Expanded (PC),Any,3,0.0000,0.0082,Unknown,0.34,1848,Trash
"•Hardy Garrison",All Blocks (PC),Any,42,0.4286,0.0120,Unknown,1.08,3741,Average
"A Grey Ship",Movie Block (PC),1,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"A Grey Ship",Movie Block (PC),4,11,0.8182,0.0062,Unknown,Unknown,1337,All it does is Win
"A Grey Ship",Movie Block (PC),Any,13,0.7692,0.0073,Unknown,0.24,1337,All it does is Win
"A Grey Ship",Expanded (PC),1,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"A Grey Ship",Expanded (PC),Any,1,1.0000,0.0027,Unknown,0.11,1848,All it does is Win
"A Grey Ship",All Blocks (PC),Any,14,0.7857,0.0040,Unknown,0.36,3741,All it does is Win
"Valley of the Anduin",Fellowship Block (PC),Site,85,0.5412,0.0620,0.45,0.45,65,Low Play Rate
"Valley of the Anduin",Movie Block (PC),Site,115,0.4087,0.0648,1.12,1.12,156,Average
"Valley of the Anduin",All Blocks (PC),Site,200,0.4650,0.0570,1.91,1.91,301,High Play Rate
"•Golradir, Councilor of Imladris",Fellowship Block (PC),1,42,0.4048,0.0307,Unknown,Unknown,556,outlier
"•Golradir, Councilor of Imladris",Fellowship Block (PC),Any,42,0.4048,0.0307,Unknown,0.41,556,Low Play Rate
"•Golradir, Councilor of Imladris",Movie Block (PC),1,57,0.3158,0.0321,Unknown,Unknown,1337,Redeemable?
"•Golradir, Councilor of Imladris",Movie Block (PC),2,8,0.2500,0.0045,Unknown,Unknown,1337,Redeemable?
"•Golradir, Councilor of Imladris",Movie Block (PC),4,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•Golradir, Councilor of Imladris",Movie Block (PC),Any,66,0.3182,0.0372,Unknown,1.21,1337,Redeemable?
"•Golradir, Councilor of Imladris",Expanded (PC),1,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•Golradir, Councilor of Imladris",Expanded (PC),Any,2,1.0000,0.0055,Unknown,0.23,1848,All it does is Win
"•Golradir, Councilor of Imladris",All Blocks (PC),Any,110,0.3636,0.0313,Unknown,2.83,3741,Redeemable?
"Library of Rivendell",Fellowship Block (PC),1,11,0.5455,0.0080,Unknown,Unknown,556,outlier
"Library of Rivendell",Fellowship Block (PC),2,2,1.0000,0.0015,Unknown,Unknown,556,All it does is Win
"Library of Rivendell",Fellowship Block (PC),Any,13,0.6154,0.0095,Unknown,0.13,556,Sleeper or Niche Power Picks
"Library of Rivendell",Movie Block (PC),1,8,0.5000,0.0045,Unknown,Unknown,1337,outlier
"Library of Rivendell",Movie Block (PC),4,3,0.6667,0.0017,Unknown,Unknown,1337,outlier
"Library of Rivendell",Movie Block (PC),Any,11,0.5455,0.0062,Unknown,0.20,1337,Low Play Rate
"Library of Rivendell",All Blocks (PC),Any,24,0.5833,0.0068,Unknown,0.62,3741,Average
"Counsel of the Wise",Fellowship Block (PC),1,9,0.5556,0.0066,Unknown,Unknown,556,outlier
"Counsel of the Wise",Fellowship Block (PC),2,11,0.3636,0.0080,Unknown,Unknown,556,Redeemable?
"Counsel of the Wise",Fellowship Block (PC),3,3,0.3333,0.0022,Unknown,Unknown,556,Redeemable?
"Counsel of the Wise",Fellowship Block (PC),4,10,0.6000,0.0073,Unknown,Unknown,556,outlier
"Counsel of the Wise",Fellowship Block (PC),Any,33,0.4848,0.0241,Unknown,0.33,556,Low Play Rate
"Counsel of the Wise",Movie Block (PC),1,15,0.7333,0.0085,Unknown,Unknown,1337,outlier
"Counsel of the Wise",Movie Block (PC),2,7,0.4286,0.0039,Unknown,Unknown,1337,outlier
"Counsel of the Wise",Movie Block (PC),4,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Counsel of the Wise",Movie Block (PC),Any,23,0.6087,0.0130,Unknown,0.42,1337,Sleeper or Niche Power Picks
"Counsel of the Wise",All Blocks (PC),Any,56,0.5357,0.0160,Unknown,1.44,3741,Average
"•Saelbeth, Elven Councilor",Fellowship Block (PC),1,43,0.4186,0.0314,Unknown,Unknown,556,outlier
"•Saelbeth, Elven Councilor",Fellowship Block (PC),Any,43,0.4186,0.0314,Unknown,0.42,556,Low Play Rate
"•Saelbeth, Elven Councilor",Movie Block (PC),1,52,0.3077,0.0293,Unknown,Unknown,1337,Redeemable?
"•Saelbeth, Elven Councilor",Movie Block (PC),2,8,0.2500,0.0045,Unknown,Unknown,1337,Redeemable?
"•Saelbeth, Elven Councilor",Movie Block (PC),Any,60,0.3000,0.0338,Unknown,1.10,1337,Redeemable?
"•Saelbeth, Elven Councilor",Expanded (PC),1,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•Saelbeth, Elven Councilor",Expanded (PC),Any,2,1.0000,0.0055,Unknown,0.23,1848,All it does is Win
"•Saelbeth, Elven Councilor",All Blocks (PC),Any,105,0.3619,0.0299,Unknown,2.70,3741,Redeemable?
"The Sons of Gondor Have Returned",Fellowship Block (PC),1,18,0.5000,0.0131,Unknown,Unknown,556,outlier
"The Sons of Gondor Have Returned",Fellowship Block (PC),2,10,0.5000,0.0073,Unknown,Unknown,556,outlier
"The Sons of Gondor Have Returned",Fellowship Block (PC),Any,28,0.5000,0.0204,Unknown,0.28,556,Low Play Rate
"The Sons of Gondor Have Returned",Expanded (PC),1,11,0.5455,0.0301,Unknown,Unknown,1848,outlier
"The Sons of Gondor Have Returned",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"The Sons of Gondor Have Returned",Expanded (PC),Any,12,0.5000,0.0328,Unknown,1.37,1848,Average
"The Sons of Gondor Have Returned",Movie Block (PC),1,4,0.2500,0.0023,Unknown,Unknown,1337,Redeemable?
"The Sons of Gondor Have Returned",Movie Block (PC),Any,4,0.2500,0.0023,Unknown,0.07,1337,Unplayed
"The Sons of Gondor Have Returned",All Blocks (PC),Any,44,0.4773,0.0125,Unknown,1.13,3741,Average
"Nice Imitation",Fellowship Block (PC),1,6,0.3333,0.0044,Unknown,Unknown,556,Redeemable?
"Nice Imitation",Fellowship Block (PC),3,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Nice Imitation",Fellowship Block (PC),4,3,0.6667,0.0022,Unknown,Unknown,556,outlier
"Nice Imitation",Fellowship Block (PC),Any,10,0.4000,0.0073,Unknown,0.10,556,Low Play Rate
"Nice Imitation",Movie Block (PC),2,9,0.2222,0.0051,Unknown,Unknown,1337,Trash
"Nice Imitation",Movie Block (PC),3,4,0.0000,0.0023,Unknown,Unknown,1337,Trash
"Nice Imitation",Movie Block (PC),Any,13,0.1538,0.0073,Unknown,0.24,1337,Trash
"Nice Imitation",All Blocks (PC),Any,23,0.2609,0.0066,Unknown,0.59,3741,Redeemable?
"Great Shield",Fellowship Block (PC),1,5,0.2000,0.0036,Unknown,Unknown,556,Trash
"Great Shield",Fellowship Block (PC),2,1,1.0000,0.0007,Unknown,Unknown,556,All it does is Win
"Great Shield",Fellowship Block (PC),Any,6,0.3333,0.0044,Unknown,0.06,556,Unplayed
"Great Shield",Movie Block (PC),1,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"Great Shield",Movie Block (PC),2,4,0.7500,0.0023,Unknown,Unknown,1337,outlier
"Great Shield",Movie Block (PC),3,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Great Shield",Movie Block (PC),4,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Great Shield",Movie Block (PC),Any,8,0.3750,0.0045,Unknown,0.15,1337,Redeemable?
"Great Shield",All Blocks (PC),Any,14,0.3571,0.0040,Unknown,0.36,3741,Redeemable?
"Memory of Many Things",Fellowship Block (PC),1,41,0.6585,0.0299,Unknown,Unknown,556,outlier
"Memory of Many Things",Fellowship Block (PC),2,27,0.3704,0.0197,Unknown,Unknown,556,Redeemable?
"Memory of Many Things",Fellowship Block (PC),3,4,0.7500,0.0029,Unknown,Unknown,556,outlier
"Memory of Many Things",Fellowship Block (PC),Any,72,0.5556,0.0526,Unknown,0.71,556,Average
"Memory of Many Things",Movie Block (PC),1,12,0.5833,0.0068,Unknown,Unknown,1337,outlier
"Memory of Many Things",Movie Block (PC),2,13,0.6154,0.0073,Unknown,Unknown,1337,outlier
"Memory of Many Things",Movie Block (PC),Any,25,0.6000,0.0141,Unknown,0.46,1337,Sleeper or Niche Power Picks
"Memory of Many Things",All Blocks (PC),Any,97,0.5670,0.0276,Unknown,2.50,3741,Meta Staple
"Southron Veterans",Movie Block (PC),1,34,0.5294,0.0192,Unknown,Unknown,1337,outlier
"Southron Veterans",Movie Block (PC),2,5,0.6000,0.0028,Unknown,Unknown,1337,outlier
"Southron Veterans",Movie Block (PC),Any,39,0.5385,0.0220,Unknown,0.72,1337,Average
"Southron Veterans",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Southron Veterans",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Southron Veterans",All Blocks (PC),Any,40,0.5250,0.0114,Unknown,1.03,3741,Average
"Ranger of Ithilien",Movie Block (PC),1,74,0.6486,0.0417,Unknown,Unknown,1337,outlier
"Ranger of Ithilien",Movie Block (PC),Any,74,0.6486,0.0417,Unknown,1.36,1337,Standard Power Picks
"Ranger of Ithilien",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Ranger of Ithilien",Expanded (PC),Any,1,0.0000,0.0027,Unknown,0.11,1848,Trash
"Ranger of Ithilien",All Blocks (PC),Any,75,0.6400,0.0214,Unknown,1.93,3741,Standard Power Picks
"Elite Archer",Movie Block (PC),1,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"Elite Archer",Movie Block (PC),2,9,0.7778,0.0051,Unknown,Unknown,1337,All it does is Win
"Elite Archer",Movie Block (PC),3,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Elite Archer",Movie Block (PC),4,57,0.5614,0.0321,Unknown,Unknown,1337,outlier
"Elite Archer",Movie Block (PC),Any,68,0.5882,0.0383,Unknown,1.25,1337,Average
"Elite Archer",All Blocks (PC),Any,68,0.5882,0.0194,Unknown,1.75,3741,High Play Rate
"Southron Marksmen",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Southron Marksmen",Movie Block (PC),2,33,0.6970,0.0186,Unknown,Unknown,1337,outlier
"Southron Marksmen",Movie Block (PC),3,4,0.5000,0.0023,Unknown,Unknown,1337,outlier
"Southron Marksmen",Movie Block (PC),4,24,0.5000,0.0135,Unknown,Unknown,1337,outlier
"Southron Marksmen",Movie Block (PC),Any,62,0.5968,0.0349,Unknown,1.14,1337,Average
"Southron Marksmen",All Blocks (PC),Any,62,0.5968,0.0177,Unknown,1.60,3741,High Play Rate
"Rallying Call",Movie Block (PC),1,14,0.5714,0.0079,Unknown,Unknown,1337,outlier
"Rallying Call",Movie Block (PC),2,34,0.6471,0.0192,Unknown,Unknown,1337,outlier
"Rallying Call",Movie Block (PC),3,15,0.6000,0.0085,Unknown,Unknown,1337,outlier
"Rallying Call",Movie Block (PC),Any,63,0.6190,0.0355,Unknown,1.16,1337,Standard Power Picks
"Rallying Call",Expanded (PC),1,4,0.7500,0.0109,Unknown,Unknown,1848,outlier
"Rallying Call",Expanded (PC),Any,4,0.7500,0.0109,Unknown,0.46,1848,outlier
"Rallying Call",All Blocks (PC),Any,67,0.6269,0.0191,Unknown,1.73,3741,Standard Power Picks
"•Suzerain of Harad",Movie Block (PC),1,6,0.3333,0.0034,Unknown,Unknown,1337,Redeemable?
"•Suzerain of Harad",Movie Block (PC),Any,6,0.3333,0.0034,Unknown,0.11,1337,Redeemable?
"•Suzerain of Harad",Expanded (PC),1,5,0.6000,0.0137,Unknown,Unknown,1848,outlier
"•Suzerain of Harad",Expanded (PC),4,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"•Suzerain of Harad",Expanded (PC),Any,7,0.4286,0.0191,Unknown,0.80,1848,Average
"•Suzerain of Harad",All Blocks (PC),Any,13,0.3846,0.0037,Unknown,0.33,3741,Redeemable?
"War Towers",Movie Block (PC),2,9,0.4444,0.0051,Unknown,Unknown,1337,outlier
"War Towers",Movie Block (PC),3,22,0.8182,0.0124,Unknown,Unknown,1337,All it does is Win
"War Towers",Movie Block (PC),4,28,0.4643,0.0158,Unknown,Unknown,1337,outlier
"War Towers",Movie Block (PC),Any,59,0.5932,0.0333,Unknown,1.09,1337,Average
"War Towers",Expanded (PC),1,5,0.6000,0.0137,Unknown,Unknown,1848,outlier
"War Towers",Expanded (PC),Any,5,0.6000,0.0137,Unknown,0.57,1848,Sleeper or Niche Power Picks
"War Towers",All Blocks (PC),Any,64,0.5938,0.0182,Unknown,1.65,3741,High Play Rate
"•Frodo, Hope of Free Peoples",Movie Block (PC),Ring Bearer,121,0.5455,0.0682,1.02,1.02,15,Average
"•Frodo, Hope of Free Peoples",All Blocks (PC),Ring Bearer,121,0.5455,0.0345,1.24,1.24,36,Average
"Sleeping Quarters",Movie Block (PC),Site,74,0.4865,0.0417,0.72,0.72,156,Average
"Sleeping Quarters",All Blocks (PC),Site,74,0.4865,0.0211,0.71,0.71,301,Average
"Minas Tirith Third Circle",Movie Block (PC),Site,63,0.4762,0.0355,0.62,0.62,156,Average
"Minas Tirith Third Circle",All Blocks (PC),Site,63,0.4762,0.0179,0.60,0.60,301,Average
"Narchost",Movie Block (PC),Site,30,0.5000,0.0169,0.29,0.29,156,Low Play Rate
"Narchost",All Blocks (PC),Site,30,0.5000,0.0085,0.28,0.28,301,Low Play Rate
"Mind Your Own Affairs",Movie Block (PC),2,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Mind Your Own Affairs",Movie Block (PC),3,10,0.7000,0.0056,Unknown,Unknown,1337,outlier
"Mind Your Own Affairs",Movie Block (PC),4,20,0.5000,0.0113,Unknown,Unknown,1337,outlier
"Mind Your Own Affairs",Movie Block (PC),Any,31,0.5484,0.0175,Unknown,0.57,1337,Average
"Mind Your Own Affairs",All Blocks (PC),Any,31,0.5484,0.0088,Unknown,0.80,3741,Average
"Secret Paths",Movie Block (PC),1,9,0.5556,0.0051,Unknown,Unknown,1337,outlier
"Secret Paths",Movie Block (PC),2,8,0.5000,0.0045,Unknown,Unknown,1337,outlier
"Secret Paths",Movie Block (PC),Any,17,0.5294,0.0096,Unknown,0.31,1337,Low Play Rate
"Secret Paths",Expanded (PC),1,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Secret Paths",Expanded (PC),Any,2,0.0000,0.0055,Unknown,0.23,1848,Trash
"Secret Paths",All Blocks (PC),Any,19,0.4737,0.0054,Unknown,0.49,3741,Low Play Rate
"No Ordinary Storm",Movie Block (PC),1,7,0.1429,0.0039,Unknown,Unknown,1337,Trash
"No Ordinary Storm",Movie Block (PC),Any,7,0.1429,0.0039,Unknown,0.13,1337,Trash
"No Ordinary Storm",Fellowship Block (PC),1,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"No Ordinary Storm",Fellowship Block (PC),2,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"No Ordinary Storm",Fellowship Block (PC),Any,2,0.0000,0.0015,Unknown,0.02,556,Unplayed
"No Ordinary Storm",All Blocks (PC),Any,9,0.1111,0.0026,Unknown,0.23,3741,Trash
"A Fell Voice on the Air",Movie Block (PC),1,15,0.3333,0.0085,Unknown,Unknown,1337,Redeemable?
"A Fell Voice on the Air",Movie Block (PC),2,7,0.1429,0.0039,Unknown,Unknown,1337,Trash
"A Fell Voice on the Air",Movie Block (PC),4,28,0.5357,0.0158,Unknown,Unknown,1337,outlier
"A Fell Voice on the Air",Movie Block (PC),Any,50,0.4200,0.0282,Unknown,0.92,1337,Average
"A Fell Voice on the Air",Fellowship Block (PC),1,2,1.0000,0.0015,Unknown,Unknown,556,All it does is Win
"A Fell Voice on the Air",Fellowship Block (PC),2,13,0.4615,0.0095,Unknown,Unknown,556,outlier
"A Fell Voice on the Air",Fellowship Block (PC),3,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"A Fell Voice on the Air",Fellowship Block (PC),Any,16,0.5000,0.0117,Unknown,0.16,556,Low Play Rate
"A Fell Voice on the Air",All Blocks (PC),Any,66,0.4394,0.0188,Unknown,1.70,3741,High Play Rate
"Where Shall We Go",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Where Shall We Go",Movie Block (PC),2,11,0.5455,0.0062,Unknown,Unknown,1337,outlier
"Where Shall We Go",Movie Block (PC),3,4,0.5000,0.0023,Unknown,Unknown,1337,outlier
"Where Shall We Go",Movie Block (PC),4,12,0.5000,0.0068,Unknown,Unknown,1337,outlier
"Where Shall We Go",Movie Block (PC),Any,28,0.5000,0.0158,Unknown,0.52,1337,Average
"Where Shall We Go",Expanded (PC),2,3,1.0000,0.0082,Unknown,Unknown,1848,All it does is Win
"Where Shall We Go",Expanded (PC),Any,3,1.0000,0.0082,Unknown,0.34,1848,All it does is Win
"Where Shall We Go",All Blocks (PC),Any,31,0.5484,0.0088,Unknown,0.80,3741,Average
"Goblin Wallcrawler",Fellowship Block (PC),1,16,0.3125,0.0117,Unknown,Unknown,556,Redeemable?
"Goblin Wallcrawler",Fellowship Block (PC),2,19,0.4737,0.0139,Unknown,Unknown,556,outlier
"Goblin Wallcrawler",Fellowship Block (PC),3,4,0.7500,0.0029,Unknown,Unknown,556,outlier
"Goblin Wallcrawler",Fellowship Block (PC),4,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Goblin Wallcrawler",Fellowship Block (PC),Any,41,0.4146,0.0299,Unknown,0.40,556,Low Play Rate
"Goblin Wallcrawler",Movie Block (PC),2,25,0.3200,0.0141,Unknown,Unknown,1337,Redeemable?
"Goblin Wallcrawler",Movie Block (PC),3,5,0.2000,0.0028,Unknown,Unknown,1337,Trash
"Goblin Wallcrawler",Movie Block (PC),4,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"Goblin Wallcrawler",Movie Block (PC),Any,33,0.3030,0.0186,Unknown,0.61,1337,Redeemable?
"Goblin Wallcrawler",Expanded (PC),1,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"Goblin Wallcrawler",Expanded (PC),2,9,0.6667,0.0246,Unknown,Unknown,1848,outlier
"Goblin Wallcrawler",Expanded (PC),Any,13,0.5385,0.0355,Unknown,1.48,1848,Average
"Goblin Wallcrawler",All Blocks (PC),Any,87,0.3908,0.0248,Unknown,2.24,3741,Redeemable?
"•Erestor, Chief Advisor to Elrond",Fellowship Block (PC),1,24,0.3750,0.0175,Unknown,Unknown,556,Redeemable?
"•Erestor, Chief Advisor to Elrond",Fellowship Block (PC),Any,24,0.3750,0.0175,Unknown,0.24,556,Redeemable?
"•Erestor, Chief Advisor to Elrond",Movie Block (PC),1,69,0.3913,0.0389,Unknown,Unknown,1337,Redeemable?
"•Erestor, Chief Advisor to Elrond",Movie Block (PC),2,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•Erestor, Chief Advisor to Elrond",Movie Block (PC),Any,70,0.4000,0.0395,Unknown,1.29,1337,Average
"•Erestor, Chief Advisor to Elrond",All Blocks (PC),Any,94,0.3936,0.0268,Unknown,2.42,3741,Redeemable?
"•Arwen, Lady Undomiel",Fellowship Block (PC),1,30,0.4000,0.0219,Unknown,Unknown,556,outlier
"•Arwen, Lady Undomiel",Fellowship Block (PC),Any,30,0.4000,0.0219,Unknown,0.30,556,Low Play Rate
"•Arwen, Lady Undomiel",Movie Block (PC),1,61,0.2951,0.0344,Unknown,Unknown,1337,Redeemable?
"•Arwen, Lady Undomiel",Movie Block (PC),Any,61,0.2951,0.0344,Unknown,1.12,1337,Redeemable?
"•Arwen, Lady Undomiel",Expanded (PC),1,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•Arwen, Lady Undomiel",Expanded (PC),Any,2,1.0000,0.0055,Unknown,0.23,1848,All it does is Win
"•Arwen, Lady Undomiel",All Blocks (PC),Any,93,0.3441,0.0265,Unknown,2.40,3741,Redeemable?
"Trust Me as You Once Did",Fellowship Block (PC),1,30,0.4333,0.0219,Unknown,Unknown,556,outlier
"Trust Me as You Once Did",Fellowship Block (PC),2,19,0.3158,0.0139,Unknown,Unknown,556,Redeemable?
"Trust Me as You Once Did",Fellowship Block (PC),3,19,0.6842,0.0139,Unknown,Unknown,556,outlier
"Trust Me as You Once Did",Fellowship Block (PC),4,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Trust Me as You Once Did",Fellowship Block (PC),Any,69,0.4638,0.0504,Unknown,0.68,556,Average
"Trust Me as You Once Did",Movie Block (PC),1,4,1.0000,0.0023,Unknown,Unknown,1337,All it does is Win
"Trust Me as You Once Did",Movie Block (PC),2,7,0.4286,0.0039,Unknown,Unknown,1337,outlier
"Trust Me as You Once Did",Movie Block (PC),3,54,0.2963,0.0304,Unknown,Unknown,1337,Redeemable?
"Trust Me as You Once Did",Movie Block (PC),Any,65,0.3538,0.0366,Unknown,1.20,1337,Redeemable?
"Trust Me as You Once Did",Expanded (PC),1,7,0.8571,0.0191,Unknown,Unknown,1848,All it does is Win
"Trust Me as You Once Did",Expanded (PC),2,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Trust Me as You Once Did",Expanded (PC),Any,11,0.5455,0.0301,Unknown,1.26,1848,Average
"Trust Me as You Once Did",All Blocks (PC),Any,145,0.4207,0.0413,Unknown,3.74,3741,Meta Staple
"Guided by One Purpose",Fellowship Block (PC),1,4,0.0000,0.0029,Unknown,Unknown,556,Trash
"Guided by One Purpose",Fellowship Block (PC),2,8,0.0000,0.0058,Unknown,Unknown,556,Trash
"Guided by One Purpose",Fellowship Block (PC),Any,12,0.0000,0.0088,Unknown,0.12,556,Trash
"Guided by One Purpose",Movie Block (PC),1,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Guided by One Purpose",Movie Block (PC),4,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Guided by One Purpose",Movie Block (PC),Any,4,0.5000,0.0023,Unknown,0.07,1337,Unplayed
"Guided by One Purpose",Expanded (PC),3,3,0.3333,0.0082,Unknown,Unknown,1848,Redeemable?
"Guided by One Purpose",Expanded (PC),Any,3,0.3333,0.0082,Unknown,0.34,1848,Redeemable?
"Guided by One Purpose",All Blocks (PC),Any,19,0.1579,0.0054,Unknown,0.49,3741,Trash
"Out of Dark Waters",Fellowship Block (PC),1,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Out of Dark Waters",Fellowship Block (PC),2,6,0.0000,0.0044,Unknown,Unknown,556,Trash
"Out of Dark Waters",Fellowship Block (PC),4,39,0.4872,0.0285,Unknown,Unknown,556,outlier
"Out of Dark Waters",Fellowship Block (PC),Any,48,0.3958,0.0350,Unknown,0.47,556,Redeemable?
"Out of Dark Waters",Movie Block (PC),3,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Out of Dark Waters",Movie Block (PC),4,22,0.9091,0.0124,Unknown,Unknown,1337,All it does is Win
"Out of Dark Waters",Movie Block (PC),Any,24,0.8750,0.0135,Unknown,0.44,1337,All it does is Win
"Out of Dark Waters",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Out of Dark Waters",Expanded (PC),3,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"Out of Dark Waters",Expanded (PC),4,3,0.3333,0.0082,Unknown,Unknown,1848,Redeemable?
"Out of Dark Waters",Expanded (PC),Any,5,0.4000,0.0137,Unknown,0.57,1848,Average
"Out of Dark Waters",All Blocks (PC),Any,77,0.5455,0.0219,Unknown,1.98,3741,High Play Rate
"Pursuit Just Behind",Fellowship Block (PC),1,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Pursuit Just Behind",Fellowship Block (PC),3,5,0.0000,0.0036,Unknown,Unknown,556,Trash
"Pursuit Just Behind",Fellowship Block (PC),Any,6,0.0000,0.0044,Unknown,0.06,556,Unplayed
"Pursuit Just Behind",All Blocks (PC),Any,6,0.0000,0.0017,Unknown,0.15,3741,Trash
"Through the Misty Mountains",Fellowship Block (PC),2,3,0.0000,0.0022,Unknown,Unknown,556,Trash
"Through the Misty Mountains",Fellowship Block (PC),4,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Through the Misty Mountains",Fellowship Block (PC),Any,5,0.0000,0.0036,Unknown,0.05,556,Unplayed
"Through the Misty Mountains",Movie Block (PC),2,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Through the Misty Mountains",Movie Block (PC),Any,1,0.0000,0.0006,Unknown,0.02,1337,Unplayed
"Through the Misty Mountains",All Blocks (PC),Any,6,0.0000,0.0017,Unknown,0.15,3741,Trash
"Such a Little Thing",Fellowship Block (PC),1,2,0.0000,0.0015,Unknown,Unknown,556,Trash
