Card,Block,Category/Count,Games,Win Rate,Play Rate,Weighted Play Rate,Weighted Inclusion Rate,Pool Size,Mock's Initial Ratings
"Impatient and Angry",All Blocks (PC),Any,11,0.5455,0.0031,Unknown,0.28,3741,Low Play Rate
"•Legolas, Dauntless Hunter",Movie Block (PC),1,51,0.7059,0.0287,Unknown,Unknown,1337,outlier
"•Legolas, Dauntless Hunter",Movie Block (PC),Any,51,0.7059,0.0287,Unknown,0.94,1337,Sleeper or Niche Power Picks
"•Legolas, Dauntless Hunter",All Blocks (PC),Any,51,0.7059,0.0145,Unknown,1.31,3741,Standard Power Picks
"•Sword of Dol Guldur",Movie Block (PC),1,57,0.5614,0.0321,Unknown,Unknown,1337,outlier
"•Sword of Dol Guldur",Movie Block (PC),2,2,0.0000,0.0011,Unknown,Unknown,1337,Trash
"•Sword of Dol Guldur",Movie Block (PC),4,1,1.0000,0.0006,Unknown,Unknown,1337,All it does is Win
"•Sword of Dol Guldur",Movie Block (PC),Any,60,0.5500,0.0338,Unknown,1.10,1337,Average
"•Sword of Dol Guldur",All Blocks (PC),Any,60,0.5500,0.0171,Unknown,1.55,3741,High Play Rate
"•Shelob, Her Ladyship",Movie Block (PC),1,63,0.5397,0.0355,Unknown,Unknown,1337,outlier
"•Shelob, Her Ladyship",Movie Block (PC),2,46,0.5435,0.0259,Unknown,Unknown,1337,outlier
"•Shelob, Her Ladyship",Movie Block (PC),3,42,0.4286,0.0237,Unknown,Unknown,1337,outlier
"•Shelob, Her Ladyship",Movie Block (PC),4,64,0.5469,0.0361,Unknown,Unknown,1337,outlier
"•Shelob, Her Ladyship",Movie Block (PC),Any,215,0.5209,0.1212,Unknown,3.96,1337,Meta Staple
"•Shelob, Her Ladyship",Expanded (PC),1,9,0.4444,0.0246,Unknown,Unknown,1848,outlier
"•Shelob, Her Ladyship",Expanded (PC),2,5,0.4000,0.0137,Unknown,Unknown,1848,outlier
"•Shelob, Her Ladyship",Expanded (PC),3,15,0.2667,0.0410,Unknown,Unknown,1848,Redeemable?
"•Shelob, Her Ladyship",Expanded (PC),4,3,0.0000,0.0082,Unknown,Unknown,1848,Trash
"•Shelob, Her Ladyship",Expanded (PC),Any,32,0.3125,0.0874,Unknown,3.65,1848,Redeemable?
"•Shelob, Her Ladyship",All Blocks (PC),Any,247,0.4939,0.0704,Unknown,6.36,3741,Meta Staple
"•Arwen, Fair Elf Maiden",Movie Block (PC),1,65,0.4462,0.0366,Unknown,Unknown,1337,outlier
"•Arwen, Fair Elf Maiden",Movie Block (PC),Any,65,0.4462,0.0366,Unknown,1.20,1337,Average
"•Arwen, Fair Elf Maiden",Expanded (PC),1,16,0.5000,0.0437,Unknown,Unknown,1848,outlier
"•Arwen, Fair Elf Maiden",Expanded (PC),Any,16,0.5000,0.0437,Unknown,1.83,1848,High Play Rate
"•Arwen, Fair Elf Maiden",All Blocks (PC),Any,81,0.4568,0.0231,Unknown,2.09,3741,High Play Rate
"All Blades Perish",Movie Block (PC),1,10,0.3000,0.0056,Unknown,Unknown,1337,Redeemable?
"All Blades Perish",Movie Block (PC),2,23,0.4348,0.0130,Unknown,Unknown,1337,outlier
"All Blades Perish",Movie Block (PC),3,14,0.7857,0.0079,Unknown,Unknown,1337,All it does is Win
"All Blades Perish",Movie Block (PC),4,25,0.8400,0.0141,Unknown,Unknown,1337,All it does is Win
"All Blades Perish",Movie Block (PC),Any,72,0.6250,0.0406,Unknown,1.33,1337,Standard Power Picks
"All Blades Perish",Fellowship Block (PC),1,10,0.5000,0.0073,Unknown,Unknown,556,outlier
"All Blades Perish",Fellowship Block (PC),2,14,0.7143,0.0102,Unknown,Unknown,556,outlier
"All Blades Perish",Fellowship Block (PC),3,6,0.5000,0.0044,Unknown,Unknown,556,outlier
"All Blades Perish",Fellowship Block (PC),4,1,1.0000,0.0007,Unknown,Unknown,556,All it does is Win
"All Blades Perish",Fellowship Block (PC),Any,31,0.6129,0.0226,Unknown,0.31,556,Sleeper or Niche Power Picks
"All Blades Perish",All Blocks (PC),Any,103,0.6214,0.0293,Unknown,2.65,3741,Meta Dominating Power Picks
"Web",Movie Block (PC),1,16,0.4375,0.0090,Unknown,Unknown,1337,outlier
"Web",Movie Block (PC),2,56,0.5714,0.0316,Unknown,Unknown,1337,outlier
"Web",Movie Block (PC),3,14,0.4286,0.0079,Unknown,Unknown,1337,outlier
"Web",Movie Block (PC),4,20,0.4000,0.0113,Unknown,Unknown,1337,outlier
"Web",Movie Block (PC),Any,106,0.5000,0.0598,Unknown,1.95,1337,High Play Rate
"Web",Expanded (PC),1,20,0.5500,0.0546,Unknown,Unknown,1848,outlier
"Web",Expanded (PC),2,11,0.2727,0.0301,Unknown,Unknown,1848,Redeemable?
"Web",Expanded (PC),3,13,0.3077,0.0355,Unknown,Unknown,1848,Redeemable?
"Web",Expanded (PC),4,3,1.0000,0.0082,Unknown,Unknown,1848,All it does is Win
"Web",Expanded (PC),Any,47,0.4468,0.1284,Unknown,5.37,1848,Meta Staple
"Web",All Blocks (PC),Any,153,0.4837,0.0436,Unknown,3.94,3741,Meta Staple
"Easterling Guard",Movie Block (PC),2,3,0.6667,0.0017,Unknown,Unknown,1337,outlier
"Easterling Guard",Movie Block (PC),3,3,0.3333,0.0017,Unknown,Unknown,1337,Redeemable?
"Easterling Guard",Movie Block (PC),4,58,0.5000,0.0327,Unknown,Unknown,1337,outlier
"Easterling Guard",Movie Block (PC),Any,64,0.5000,0.0361,Unknown,1.18,1337,Average
"Easterling Guard",Expanded (PC),2,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"Easterling Guard",Expanded (PC),3,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Easterling Guard",Expanded (PC),4,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"Easterling Guard",Expanded (PC),Any,7,0.4286,0.0191,Unknown,0.80,1848,Average
"Easterling Guard",All Blocks (PC),Any,71,0.4930,0.0202,Unknown,1.83,3741,High Play Rate
"Easterling Lieutenant",Movie Block (PC),3,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Easterling Lieutenant",Movie Block (PC),4,66,0.5000,0.0372,Unknown,Unknown,1337,outlier
"Easterling Lieutenant",Movie Block (PC),Any,67,0.4925,0.0378,Unknown,1.23,1337,Average
"Easterling Lieutenant",Expanded (PC),4,7,0.4286,0.0191,Unknown,Unknown,1848,outlier
"Easterling Lieutenant",Expanded (PC),Any,7,0.4286,0.0191,Unknown,0.80,1848,Average
"Easterling Lieutenant",All Blocks (PC),Any,74,0.4865,0.0211,Unknown,1.91,3741,High Play Rate
"Reclaim the Precious",Movie Block (PC),1,25,0.5600,0.0141,Unknown,Unknown,1337,outlier
"Reclaim the Precious",Movie Block (PC),2,22,0.6818,0.0124,Unknown,Unknown,1337,outlier
"Reclaim the Precious",Movie Block (PC),3,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Reclaim the Precious",Movie Block (PC),Any,49,0.6122,0.0276,Unknown,0.90,1337,Sleeper or Niche Power Picks
"Reclaim the Precious",Expanded (PC),1,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"Reclaim the Precious",Expanded (PC),2,7,0.4286,0.0191,Unknown,Unknown,1848,outlier
"Reclaim the Precious",Expanded (PC),Any,9,0.3333,0.0246,Unknown,1.03,1848,Redeemable?
"Reclaim the Precious",All Blocks (PC),Any,58,0.5690,0.0165,Unknown,1.49,3741,Average
"Honed",Movie Block (PC),1,24,0.3333,0.0135,Unknown,Unknown,1337,Redeemable?
"Honed",Movie Block (PC),2,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Honed",Movie Block (PC),3,3,0.6667,0.0017,Unknown,Unknown,1337,outlier
"Honed",Movie Block (PC),4,41,0.5122,0.0231,Unknown,Unknown,1337,outlier
"Honed",Movie Block (PC),Any,70,0.4571,0.0395,Unknown,1.29,1337,Average
"Honed",Expanded (PC),1,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"Honed",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Honed",Expanded (PC),3,5,0.6000,0.0137,Unknown,Unknown,1848,outlier
"Honed",Expanded (PC),4,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Honed",Expanded (PC),Any,11,0.3636,0.0301,Unknown,1.26,1848,Redeemable?
"Honed",All Blocks (PC),Any,81,0.4444,0.0231,Unknown,2.09,3741,High Play Rate
"We Must Have It",Movie Block (PC),1,5,0.4000,0.0028,Unknown,Unknown,1337,outlier
"We Must Have It",Movie Block (PC),2,24,0.5417,0.0135,Unknown,Unknown,1337,outlier
"We Must Have It",Movie Block (PC),3,50,0.5600,0.0282,Unknown,Unknown,1337,outlier
"We Must Have It",Movie Block (PC),4,120,0.5167,0.0676,Unknown,Unknown,1337,outlier
"We Must Have It",Movie Block (PC),Any,199,0.5276,0.1122,Unknown,3.66,1337,Meta Staple
"We Must Have It",Expanded (PC),1,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"We Must Have It",Expanded (PC),2,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"We Must Have It",Expanded (PC),3,5,0.4000,0.0137,Unknown,Unknown,1848,outlier
"We Must Have It",Expanded (PC),4,2,0.0000,0.0055,Unknown,Unknown,1848,Trash
"We Must Have It",Expanded (PC),Any,11,0.2727,0.0301,Unknown,1.26,1848,Redeemable?
"We Must Have It",All Blocks (PC),Any,210,0.5143,0.0598,Unknown,5.41,3741,Meta Staple
"Edoras Hall",Movie Block (PC),Site,63,0.4603,0.0355,0.62,0.62,156,Average
"Edoras Hall",All Blocks (PC),Site,63,0.4603,0.0179,0.60,0.60,301,Average
"Minas Tirith Fourth Circle",Movie Block (PC),Site,60,0.4833,0.0338,0.59,0.59,156,Average
"Minas Tirith Fourth Circle",All Blocks (PC),Site,60,0.4833,0.0171,0.57,0.57,301,Average
"•Fortress Never Fallen",Movie Block (PC),1,38,0.3421,0.0214,Unknown,Unknown,1337,Redeemable?
"•Fortress Never Fallen",Movie Block (PC),2,52,0.6154,0.0293,Unknown,Unknown,1337,outlier
"•Fortress Never Fallen",Movie Block (PC),Any,90,0.5000,0.0507,Unknown,1.66,1337,High Play Rate
"•Fortress Never Fallen",Expanded (PC),1,48,0.5833,0.1311,Unknown,Unknown,1848,outlier
"•Fortress Never Fallen",Expanded (PC),2,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•Fortress Never Fallen",Expanded (PC),Any,49,0.5918,0.1339,Unknown,5.60,1848,Meta Staple
"•Fortress Never Fallen",All Blocks (PC),Any,139,0.5324,0.0396,Unknown,3.58,3741,Meta Staple
"Thundering Host",Movie Block (PC),1,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Thundering Host",Movie Block (PC),2,23,0.3043,0.0130,Unknown,Unknown,1337,Redeemable?
"Thundering Host",Movie Block (PC),3,18,0.5556,0.0101,Unknown,Unknown,1337,outlier
"Thundering Host",Movie Block (PC),4,9,0.6667,0.0051,Unknown,Unknown,1337,outlier
"Thundering Host",Movie Block (PC),Any,51,0.4510,0.0287,Unknown,0.94,1337,Average
"Thundering Host",Expanded (PC),2,7,0.4286,0.0191,Unknown,Unknown,1848,outlier
"Thundering Host",Expanded (PC),3,7,0.2857,0.0191,Unknown,Unknown,1848,Redeemable?
"Thundering Host",Expanded (PC),Any,14,0.3571,0.0383,Unknown,1.60,1848,Redeemable?
"Thundering Host",All Blocks (PC),Any,65,0.4308,0.0185,Unknown,1.67,3741,High Play Rate
"Warg",Movie Block (PC),1,15,0.0667,0.0085,Unknown,Unknown,1337,Trash
"Warg",Movie Block (PC),2,17,0.4118,0.0096,Unknown,Unknown,1337,outlier
"Warg",Movie Block (PC),3,6,0.3333,0.0034,Unknown,Unknown,1337,Redeemable?
"Warg",Movie Block (PC),4,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Warg",Movie Block (PC),Any,39,0.2564,0.0220,Unknown,0.72,1337,Redeemable?
"Warg",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Warg",Expanded (PC),3,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Warg",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"Warg",All Blocks (PC),Any,44,0.2273,0.0125,Unknown,1.13,3741,Trash
"War-warg",Movie Block (PC),2,19,0.2105,0.0107,Unknown,Unknown,1337,Trash
"War-warg",Movie Block (PC),3,19,0.4211,0.0107,Unknown,Unknown,1337,outlier
"War-warg",Movie Block (PC),4,4,0.0000,0.0023,Unknown,Unknown,1337,Trash
"War-warg",Movie Block (PC),Any,42,0.2857,0.0237,Unknown,0.77,1337,Redeemable?
"War-warg",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"War-warg",Expanded (PC),3,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"War-warg",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"War-warg",All Blocks (PC),Any,47,0.2553,0.0134,Unknown,1.21,3741,Redeemable?
"Warg-rider",Movie Block (PC),2,11,0.3636,0.0062,Unknown,Unknown,1337,Redeemable?
"Warg-rider",Movie Block (PC),3,7,0.2857,0.0039,Unknown,Unknown,1337,Redeemable?
"Warg-rider",Movie Block (PC),Any,18,0.3333,0.0101,Unknown,0.33,1337,Redeemable?
"Warg-rider",Expanded (PC),2,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Warg-rider",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Warg-rider",All Blocks (PC),Any,22,0.2727,0.0063,Unknown,0.57,3741,Redeemable?
"Warg-master",Movie Block (PC),3,21,0.2381,0.0118,Unknown,Unknown,1337,Trash
"Warg-master",Movie Block (PC),4,21,0.3333,0.0118,Unknown,Unknown,1337,Redeemable?
"Warg-master",Movie Block (PC),Any,42,0.2857,0.0237,Unknown,0.77,1337,Redeemable?
"Warg-master",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Warg-master",Expanded (PC),4,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Warg-master",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"Warg-master",All Blocks (PC),Any,47,0.2553,0.0134,Unknown,1.21,3741,Redeemable?
"Wolf-voices",Movie Block (PC),2,8,0.6250,0.0045,Unknown,Unknown,1337,outlier
"Wolf-voices",Movie Block (PC),3,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"Wolf-voices",Movie Block (PC),4,15,0.2667,0.0085,Unknown,Unknown,1337,Redeemable?
"Wolf-voices",Movie Block (PC),Any,24,0.3750,0.0135,Unknown,0.44,1337,Redeemable?
"Wolf-voices",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Wolf-voices",Expanded (PC),3,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Wolf-voices",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"Wolf-voices",All Blocks (PC),Any,29,0.3103,0.0083,Unknown,0.75,3741,Redeemable?
"•Glamdring, Lightning Brand",Movie Block (PC),1,36,0.5278,0.0203,Unknown,Unknown,1337,outlier
"•Glamdring, Lightning Brand",Movie Block (PC),2,12,0.3333,0.0068,Unknown,Unknown,1337,Redeemable?
"•Glamdring, Lightning Brand",Movie Block (PC),Any,48,0.4792,0.0271,Unknown,0.88,1337,Average
"•Glamdring, Lightning Brand",All Blocks (PC),Any,48,0.4792,0.0137,Unknown,1.24,3741,Average
"Isengard Rider",Movie Block (PC),3,14,0.2857,0.0079,Unknown,Unknown,1337,Redeemable?
"Isengard Rider",Movie Block (PC),4,7,0.2857,0.0039,Unknown,Unknown,1337,Redeemable?
"Isengard Rider",Movie Block (PC),Any,21,0.2857,0.0118,Unknown,0.39,1337,Redeemable?
"Isengard Rider",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Isengard Rider",Expanded (PC),3,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Isengard Rider",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"Isengard Rider",All Blocks (PC),Any,26,0.2308,0.0074,Unknown,0.67,3741,Trash
"Isengard Scout Troop",Movie Block (PC),1,11,0.3636,0.0062,Unknown,Unknown,1337,Redeemable?
"Isengard Scout Troop",Movie Block (PC),4,2,1.0000,0.0011,Unknown,Unknown,1337,All it does is Win
"Isengard Scout Troop",Movie Block (PC),Any,13,0.4615,0.0073,Unknown,0.24,1337,Low Play Rate
"Isengard Scout Troop",Expanded (PC),4,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Isengard Scout Troop",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"Isengard Scout Troop",All Blocks (PC),Any,17,0.3529,0.0048,Unknown,0.44,3741,Redeemable?
"•Sharku, Warg-captain",Movie Block (PC),1,12,0.0833,0.0068,Unknown,Unknown,1337,Trash
"•Sharku, Warg-captain",Movie Block (PC),2,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•Sharku, Warg-captain",Movie Block (PC),3,20,0.3000,0.0113,Unknown,Unknown,1337,Redeemable?
"•Sharku, Warg-captain",Movie Block (PC),4,9,0.5556,0.0051,Unknown,Unknown,1337,outlier
"•Sharku, Warg-captain",Movie Block (PC),Any,42,0.2857,0.0237,Unknown,0.77,1337,Redeemable?
"•Sharku, Warg-captain",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"•Sharku, Warg-captain",Expanded (PC),2,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"•Sharku, Warg-captain",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"•Sharku, Warg-captain",All Blocks (PC),Any,47,0.2553,0.0134,Unknown,1.21,3741,Redeemable?
"•Sharku's Warg",Movie Block (PC),1,12,0.0833,0.0068,Unknown,Unknown,1337,Trash
"•Sharku's Warg",Movie Block (PC),2,7,0.5714,0.0039,Unknown,Unknown,1337,outlier
"•Sharku's Warg",Movie Block (PC),3,19,0.2632,0.0107,Unknown,Unknown,1337,Redeemable?
"•Sharku's Warg",Movie Block (PC),4,4,0.5000,0.0023,Unknown,Unknown,1337,outlier
"•Sharku's Warg",Movie Block (PC),Any,42,0.2857,0.0237,Unknown,0.77,1337,Redeemable?
"•Sharku's Warg",Expanded (PC),3,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"•Sharku's Warg",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"•Sharku's Warg",All Blocks (PC),Any,46,0.2609,0.0131,Unknown,1.18,3741,Redeemable?
"•Foul Horde",Movie Block (PC),1,12,0.0833,0.0068,Unknown,Unknown,1337,Trash
"•Foul Horde",Movie Block (PC),3,21,0.2857,0.0118,Unknown,Unknown,1337,Redeemable?
"•Foul Horde",Movie Block (PC),4,9,0.5556,0.0051,Unknown,Unknown,1337,outlier
"•Foul Horde",Movie Block (PC),Any,42,0.2857,0.0237,Unknown,0.77,1337,Redeemable?
"•Foul Horde",Expanded (PC),4,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"•Foul Horde",Expanded (PC),Any,4,0.0000,0.0109,Unknown,0.46,1848,Trash
"•Foul Horde",All Blocks (PC),Any,46,0.2609,0.0131,Unknown,1.18,3741,Redeemable?
"Isengard Flanker",Movie Block (PC),1,11,0.3636,0.0062,Unknown,Unknown,1337,Redeemable?
"Isengard Flanker",Movie Block (PC),3,5,0.2000,0.0028,Unknown,Unknown,1337,Trash
"Isengard Flanker",Movie Block (PC),4,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Isengard Flanker",Movie Block (PC),Any,18,0.3333,0.0101,Unknown,0.33,1337,Redeemable?
"Isengard Flanker",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Isengard Flanker",Expanded (PC),3,4,0.0000,0.0109,Unknown,Unknown,1848,Trash
"Isengard Flanker",Expanded (PC),Any,5,0.0000,0.0137,Unknown,0.57,1848,Trash
"Isengard Flanker",All Blocks (PC),Any,23,0.2609,0.0066,Unknown,0.59,3741,Redeemable?
"Foul Tentacle",Movie Block (PC),4,47,0.8085,0.0265,Unknown,Unknown,1337,All it does is Win
"Foul Tentacle",Movie Block (PC),Any,47,0.8085,0.0265,Unknown,0.87,1337,All it does is Win
"Foul Tentacle",Fellowship Block (PC),4,53,0.4151,0.0387,Unknown,Unknown,556,outlier
"Foul Tentacle",Fellowship Block (PC),Any,53,0.4151,0.0387,Unknown,0.52,556,Average
"Foul Tentacle",Expanded (PC),3,8,0.5000,0.0219,Unknown,Unknown,1848,outlier
"Foul Tentacle",Expanded (PC),4,13,0.3846,0.0355,Unknown,Unknown,1848,Redeemable?
"Foul Tentacle",Expanded (PC),Any,21,0.4286,0.0574,Unknown,2.40,1848,High Play Rate
"Foul Tentacle",All Blocks (PC),Any,121,0.5702,0.0345,Unknown,3.12,3741,Meta Staple
"Vile Tentacle",Movie Block (PC),4,45,0.8222,0.0254,Unknown,Unknown,1337,All it does is Win
"Vile Tentacle",Movie Block (PC),Any,45,0.8222,0.0254,Unknown,0.83,1337,All it does is Win
"Vile Tentacle",Fellowship Block (PC),3,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"Vile Tentacle",Fellowship Block (PC),4,51,0.4118,0.0372,Unknown,Unknown,556,outlier
"Vile Tentacle",Fellowship Block (PC),Any,52,0.4038,0.0380,Unknown,0.51,556,Average
"Vile Tentacle",Expanded (PC),2,9,0.5556,0.0246,Unknown,Unknown,1848,outlier
"Vile Tentacle",Expanded (PC),4,10,0.2000,0.0273,Unknown,Unknown,1848,Trash
"Vile Tentacle",Expanded (PC),Any,19,0.3684,0.0519,Unknown,2.17,1848,Redeemable?
"Vile Tentacle",All Blocks (PC),Any,116,0.5603,0.0330,Unknown,2.99,3741,Meta Staple
"•The Balrog's Sword",Movie Block (PC),1,28,0.2857,0.0158,Unknown,Unknown,1337,Redeemable?
"•The Balrog's Sword",Movie Block (PC),2,7,0.5714,0.0039,Unknown,Unknown,1337,outlier
"•The Balrog's Sword",Movie Block (PC),Any,35,0.3429,0.0197,Unknown,0.64,1337,Redeemable?
"•The Balrog's Sword",Fellowship Block (PC),1,56,0.4821,0.0409,Unknown,Unknown,556,outlier
"•The Balrog's Sword",Fellowship Block (PC),2,3,0.3333,0.0022,Unknown,Unknown,556,Redeemable?
"•The Balrog's Sword",Fellowship Block (PC),Any,59,0.4746,0.0431,Unknown,0.58,556,Average
"•The Balrog's Sword",Expanded (PC),1,4,0.2500,0.0109,Unknown,Unknown,1848,Redeemable?
"•The Balrog's Sword",Expanded (PC),3,1,1.0000,0.0027,Unknown,Unknown,1848,All it does is Win
"•The Balrog's Sword",Expanded (PC),Any,5,0.4000,0.0137,Unknown,0.57,1848,Average
"•The Balrog's Sword",All Blocks (PC),Any,99,0.4242,0.0282,Unknown,2.55,3741,Meta Staple
"•Watcher in the Water, Keeper of Westgate",Movie Block (PC),3,8,0.2500,0.0045,Unknown,Unknown,1337,Redeemable?
"•Watcher in the Water, Keeper of Westgate",Movie Block (PC),4,22,0.9091,0.0124,Unknown,Unknown,1337,All it does is Win
"•Watcher in the Water, Keeper of Westgate",Movie Block (PC),Any,30,0.7333,0.0169,Unknown,0.55,1337,Sleeper or Niche Power Picks
"•Watcher in the Water, Keeper of Westgate",Fellowship Block (PC),1,1,0.0000,0.0007,Unknown,Unknown,556,Trash
"•Watcher in the Water, Keeper of Westgate",Fellowship Block (PC),2,6,0.3333,0.0044,Unknown,Unknown,556,Redeemable?
"•Watcher in the Water, Keeper of Westgate",Fellowship Block (PC),3,5,0.0000,0.0036,Unknown,Unknown,556,Trash
"•Watcher in the Water, Keeper of Westgate",Fellowship Block (PC),4,39,0.4872,0.0285,Unknown,Unknown,556,outlier
"•Watcher in the Water, Keeper of Westgate",Fellowship Block (PC),Any,51,0.4118,0.0372,Unknown,0.50,556,Average
"•Watcher in the Water, Keeper of Westgate",Expanded (PC),1,2,1.0000,0.0055,Unknown,Unknown,1848,All it does is Win
"•Watcher in the Water, Keeper of Westgate",Expanded (PC),2,6,0.5000,0.0164,Unknown,Unknown,1848,outlier
"•Watcher in the Water, Keeper of Westgate",Expanded (PC),Any,8,0.6250,0.0219,Unknown,0.91,1848,Sleeper or Niche Power Picks
"•Watcher in the Water, Keeper of Westgate",All Blocks (PC),Any,89,0.5393,0.0254,Unknown,2.29,3741,High Play Rate
"Thrashing Tentacle",Movie Block (PC),2,2,0.5000,0.0011,Unknown,Unknown,1337,outlier
"Thrashing Tentacle",Movie Block (PC),4,45,0.8222,0.0254,Unknown,Unknown,1337,All it does is Win
"Thrashing Tentacle",Movie Block (PC),Any,47,0.8085,0.0265,Unknown,0.87,1337,All it does is Win
"Thrashing Tentacle",Fellowship Block (PC),3,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Thrashing Tentacle",Fellowship Block (PC),4,50,0.4200,0.0365,Unknown,Unknown,556,outlier
"Thrashing Tentacle",Fellowship Block (PC),Any,52,0.4038,0.0380,Unknown,0.51,556,Average
"Thrashing Tentacle",Expanded (PC),2,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
"Thrashing Tentacle",Expanded (PC),3,2,0.5000,0.0055,Unknown,Unknown,1848,outlier
"Thrashing Tentacle",Expanded (PC),4,8,0.2500,0.0219,Unknown,Unknown,1848,Redeemable?
"Thrashing Tentacle",Expanded (PC),Any,11,0.2727,0.0301,Unknown,1.26,1848,Redeemable?
"Thrashing Tentacle",All Blocks (PC),Any,110,0.5636,0.0313,Unknown,2.83,3741,Meta Staple
"Huge Tentacle",Movie Block (PC),4,30,0.7333,0.0169,Unknown,Unknown,1337,outlier
"Huge Tentacle",Movie Block (PC),Any,30,0.7333,0.0169,Unknown,0.55,1337,Sleeper or Niche Power Picks
"Huge Tentacle",Fellowship Block (PC),3,2,0.0000,0.0015,Unknown,Unknown,556,Trash
"Huge Tentacle",Fellowship Block (PC),4,49,0.4286,0.0358,Unknown,Unknown,556,outlier
"Huge Tentacle",Fellowship Block (PC),Any,51,0.4118,0.0372,Unknown,0.50,556,Average
"Huge Tentacle",Expanded (PC),3,8,0.5000,0.0219,Unknown,Unknown,1848,outlier
"Huge Tentacle",Expanded (PC),4,13,0.3846,0.0355,Unknown,Unknown,1848,Redeemable?
"Huge Tentacle",Expanded (PC),Any,21,0.4286,0.0574,Unknown,2.40,1848,High Play Rate
"Huge Tentacle",All Blocks (PC),Any,102,0.5098,0.0291,Unknown,2.63,3741,Meta Staple
"Hobbiton Party Field",Fellowship Block (PC),Site,81,0.5185,0.0591,0.43,0.43,65,Low Play Rate
"Hobbiton Party Field",Movie Block (PC),Site,49,0.4694,0.0276,0.48,0.48,156,Low Play Rate
"Hobbiton Party Field",All Blocks (PC),Site,130,0.5000,0.0370,1.24,1.24,301,Average
"•The Palantir of Orthanc",Fellowship Block (PC),1,27,0.1852,0.0197,Unknown,Unknown,556,Trash
"•The Palantir of Orthanc",Fellowship Block (PC),2,6,0.6667,0.0044,Unknown,Unknown,556,outlier
"•The Palantir of Orthanc",Fellowship Block (PC),Any,33,0.2727,0.0241,Unknown,0.33,556,Redeemable?
"•The Palantir of Orthanc",Movie Block (PC),1,4,0.5000,0.0023,Unknown,Unknown,1337,outlier
"•The Palantir of Orthanc",Movie Block (PC),2,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•The Palantir of Orthanc",Movie Block (PC),3,1,0.0000,0.0006,Unknown,Unknown,1337,Trash
"•The Palantir of Orthanc",Movie Block (PC),Any,6,0.3333,0.0034,Unknown,0.11,1337,Redeemable?
"•The Palantir of Orthanc",Expanded (PC),1,1,0.0000,0.0027,Unknown,Unknown,1848,Trash
